Video	Video title	Video publish time	Average view duration	Unique viewers	Average percentage viewed (%)	Views	Watch time (hours)	Subscribers	Impressions	Impressions click-through rate (%)
XgLrdAYzacA	ROOKIES REACT TO PLAYING WITH A 99 OVERALL FOR THE FIRST TIME!	"Feb 18, 2018"	0:05:50	2710	46.16	3047	296.8976	7	24419	7.33
5AtSvgA9Tp0	instead of fixing nba 2k19... this is what the devs have been up to...	"Nov 1, 2018"	0:07:38	2020	62.47	2258	287.6015	0	16572	6.89
w9RThC_YH_U	HELPING CHRISTMAS NOOBS LEVEL UP AND WIN GAMES ON 2K19	"Dec 27, 2018"	0:05:22	2703	62.39	3035	271.9324	2	21183	8.62
bSJB3TKEtOQ	the dark past of nba 2k19 is quickly catching up to it	"May 1, 2019"	0:12:23	1097	48.07	1299	268.1638	1	18520	3.94
qwBOcrxsjIg	NBA 2K17 - FULL MYCAREER STORY LIVESTREAM - SG Sharpshooter 87 Overall!!! (PART 1)	"Sep 16, 2016"	0:17:08	736	4.71	937	267.7408	5	10252	6.06
Pl_05ITwbP0	my park after dark talent show went off the rails when a 95 overall got on stage	"Sep 30, 2018"	0:05:04	2775	61.98	3139	265.3655	1	19060	9.19
S2HnqUIB630	FIRST 98 OVERALL ON NBA 2K19 CHEATED?? TOP REP DRAMA vs. ANNOYING vs. NADEXE EXPOSED	"Oct 18, 2018"	0:08:13	1664	55.88	1931	264.6665	3	15638	7.23
H2zerMp8KSM	ROOKIE GETS IN A FIGHT AFTER THE GAME!!! HELPING BROWN SHIRTS REP UP AND GET WINS ON NBA 2K17!!!	"May 5, 2017"	0:08:27	1603	57.63	1870	263.4363	0	12356	8.06
XjO7UZAfFGw	EASY AUTOMATIC GREENLIGHTS FOR ANY BUILD!! *MUST WATCH* FOR SH00TERS	"Sep 14, 2018"	0:03:16	3880	27.02	4648	253.2661	18	55693	5.71
VE-jNufVmfY	#8 RANKED PRO-AM TEAM RUNS AN INSANE OFFENSE! TRAGIC LOSS vs. GAME-WINNING BUZZER BEATER	"Jan 23, 2018"	0:06:46	1989	50.87	2241	252.9971	1	20279	6.93
GehIJ9xsc0o	i found & visited the nba 2k19 servers to find some answers and ended up buying a house	"Nov 10, 2018"	0:08:22	1570	47.9	1808	252.3769	0	15129	6.8
G6G1_M7KBb0	the KING of SHARPSH00TERS is back from RETIREMENT!!	"Oct 23, 2018"	0:05:52	2283	54.7	2541	248.6569	2	13733	10.6
vX9JjAKrH9o	USING DRAKE'S REAL LIFE JUMPER IN NBA 2K18!!! HALF-COURT GREEN RELEASES!!!	"Apr 4, 2018"	0:06:05	2177	56.02	2449	248.4702	1	20597	7.11
QtSKaP8XDEE	INTENSE GAME OF HIDE N SEEK ON THE PLAYGROUND	"Sep 28, 2017"	0:06:35	1980	58.67	2214	243.1967	1	15300	8.37
ovI3BbIn-EU	"1 BASKET = 50,000 VC FOR THIS 9 YEAR OLD KID! ROOKIE SURPRISES 99 OVERALL ON NBA 2K18!"	"Mar 17, 2018"	0:07:35	1690	47.49	1911	241.9996	2	23551	5.2
gvOTMn7il0U	GETTING INTO ARGUMENTS WITH MYPARK YOUTUBERS!! HILARIOUS REACTIONS	"Jun 10, 2017"	0:05:47	1923	60.24	2481	239.5404	2	14542	11.32
L4H-Dt5M_40	"99 OVERALL EMBARESSES HIMSELF *LIVE*, YOU CAN PAY TO USE A 99 OVERALL PLAYER?!?"	"Oct 30, 2018"	0:08:41	1359	69.04	1596	231.3882	1	13249	5.82
SD8zFs3CUTg	2 YEARS AFTER DROPPING OUT OF SCHOOL TO PLAY NBA 2K FULL TIME...	"Oct 21, 2018"	0:03:19	3709	32.7	4177	231.074	11	30486	10.13
Xlkt8l6twFI	I PLAYED NBA 2K19 WITH MY TINDER DATE...	"Dec 16, 2018"	0:05:16	2323	50.31	2617	230.0582	2	13219	8.63
HdaOa0YmPY4	PRANKING BROWN SHIRTS ON NBA 2K17 FAILED MISERABLY!!	"Apr 6, 2017"	0:08:04	1488	62.79	1668	224.3174	3	10738	7.41
xUsuWtjNYhc	ULTIMATE TEST OF HOF LIMITLESS RANGE AT RUFFLES 4 POINT EVENT!	"Oct 3, 2017"	0:06:33	1783	60.79	1999	218.4041	1	16726	7.34
olzNGjcokJ0	NBA 2K17 - MOST DIFFICULT SHOOTING FORM CHALLENGE IN NBA 2K17	"Sep 17, 2016"	0:03:04	3889	42.99	4226	217.0181	1	56889	4.81
SL4h6Zv9EWE	ROOKIE GETS DROPPED BY TOP DRIBBLER!! THE TOUGH LIFE OF A BROWN SHIRT IN NBA 2K17	"Jun 1, 2017"	0:05:04	2247	60.9	2516	212.8035	1	20776	6.85
mDXBYlGJsCo	NBA 2K TRICKED ME INTO SIGNING... so i'm suing them to get my money back	"Dec 20, 2018"	0:07:14	1547	50.01	1734	209.1032	2	14410	6.14
wh_CvvNoaOM	2K developers left NBA 2K20 in the background and thought we wouldnt notice...	"Jun 21, 2019"	0:08:05	1313	51.31	1511	203.7281	9	17203	3.8
e3YUbYMyv0w	"2K PLAYER DISCOVERS WEIRD EASTER EGG, NEW UPDATE SECRETLY RELEASED LAST NIGHT #2KDramaAlert"	"Mar 27, 2019"	0:08:49	1108	64.49	1322	194.4443	1	15188	3.98
JUv0SulwMH4	WHY DID 2K DO THIS TO NBA PLAYGROUNDS!!?	"Oct 17, 2018"	0:06:48	1424	56.01	1713	194.2961	6	13009	7.37
VS3tgezIfJM	"NBA 2K IS BANNING PLAYERS AFTER A 'REAL' INVESTIGATION, 2K LEAGUE SUPERSTAR GOT CAUGHT & BANNED"	"Nov 13, 2018"	0:07:35	1292	45.06	1454	183.7981	3	19754	4.13
HkSy1nc_MJ0	99% OF 2K PLAYERS WILL CRINGE WATCHING THIS GUY PLAY...	"Jan 12, 2018"	0:04:48	2043	58.12	2290	183.7531	1	13714	10.63
84_dwLCZPbc	NBA 2K ABANDONING 2K19 AFTER NEW MAP FOR THE NEIGHBORHOOD RELEASES #2KDRAMAALERT	"Dec 13, 2018"	0:07:44	1198	65.96	1397	180.4456	2	15206	4.43
QiCP9biIGBA	IS NBA 2K19 PURPOSEFULLY SABOTAGING THEIR GAME??!	"Oct 29, 2018"	0:09:28	980	65.53	1110	175.3863	0	8735	5.54
ktPQflxQD3E	DROPPED 110 POINTS WITH MY SHARPSHOOTER!! DOMINATING ON PRO-AM EASILY!!!	"Mar 22, 2017"	0:07:03	1293	57.74	1489	175.066	0	10822	8.6
1NWURegCMJs	RESET REP WAGER BACKFIRED! TRIPLE ANKLEBREAKER ON MYPARK GAMEWINNER!	"Jul 8, 2017"	0:04:59	1787	51.7	2094	174.4348	0	19222	7.74
fJXPkAwSggQ	HELPING ROOKIES EARN VC ON THE ANTE-UP!! NBA 2K17 BROWN SHIRTS GET A SERIOUS SURPRISE!!!	"Mar 16, 2017"	0:05:30	1626	65.6	1829	167.978	2	12646	8.22
SOKDgM0vzaM	NBA 2K LOSES MASSIVE AMOUNTS OF MONEY AFTER SHOCKING DISCOVERY	"Dec 3, 2018"	0:09:53	853	65.75	984	162.2723	0	12392	3.9
7S5UjF-wlQo	THE BIGGEST HYPOCRITE IN THE NBA 2K17 COMMUNITY!!! HIS WAY IS THE ONLY WAY!!!	"Nov 28, 2016"	0:10:05	799	51.86	932	156.6673	2	7207	6.49
2S54-qxxuXI	SHOOTING WITH NADEXE'S REAL LIFE JUMPER IN NBA 2K17!!! UGLIEST JUMP SHOT IN THE GAME!!!	"Mar 4, 2017"	0:05:12	1602	48.65	1796	156.0682	1	16285	6.23
Sr86rSUaOsI	"NEW GAMEBREAKING GL1TCHES THREATEN TO DISABLE ONLINE GAMEPLAY, DRAMA/CHAOS IN 2K19"	"Oct 2, 2018"	0:07:56	983	74.06	1151	152.2575	0	9191	5.85
-zVTJl_ty4o	"NBA 2K RELEASES EMBARRASSING SURVEY, RONNIE 2K TRIES TO SAVE 2K18"	"Apr 23, 2018"	0:05:08	1496	48.89	1763	150.8391	1	5183	2.45
xqk-gFBUmFw	my build is useless after the latest patch...	"Sep 20, 2018"	0:05:56	1356	40.44	1510	149.425	1	12037	8.37
wPY2v_wGkyU	IMPOSSIBLE SH00TING CHALLENGE ON NBA 2K18	"Oct 12, 2017"	0:07:12	1099	49.44	1219	146.4882	0	9802	7.23
XrQ6JVHbi_U	NBA PLAYER TYREKE EVANS EMBARRASSES ME ON THE PARK...	"Feb 22, 2018"	0:05:55	1283	58.32	1424	140.7141	0	11958	6.33
e-OeSZ3opqQ	I'M THE #1 RANKED NBA 2K PLAYER ON THE NINTENDO SWITCH	"Jan 20, 2018"	0:03:21	2159	43.36	2455	137.2026	6	21261	7.72
789L9sqyoio	RECKLESS GAME-WINNING JUMPSHOT IN THE CLUTCH vs. #9 RANKED PRO-AM TEAM	"Jan 31, 2018"	0:06:27	1126	54.48	1272	137.0528	0	7908	9.85
90aEtCHa_rU	I GOT TACKLED BY A 7FT NBA PLAYER SITTING COURTSIDE!	"Mar 6, 2018"	0:04:59	1443	48.63	1643	136.7065	6	14820	7.92
L_DYhBVMW3Q	SHOOTING WITH MY OWN REAL LIFE JUMPSHOT IN NBA 2K17!! HILARIOUS FULL COURT SHOTS!!	"Aug 19, 2017"	0:05:04	1396	50.11	1597	134.919	0	11395	9.06
kOdozBzzD5Y	AGENT vs. GEESICE - BIGGEST PRO-AM MATCH OF THE YEAR	"Jan 6, 2018"	0:06:53	1002	51.35	1153	132.4044	0	9779	6.58
cNXMQyVCSNI	THE NASTIEST CROSSOVER IN NBA 2K HISTORY WILL BLOW YOUR MIND...	"Jul 7, 2018"	0:05:06	1337	59.6	1491	127.1201	1	11764	7.32
gOpdkxvNsc4	SHOOTING WITH JESSERTHELAZER'S IRL JUMPSHOT IN NBA 2K17!! IMPOSSIBLE TO HIT FROM DEEP!	"Jul 7, 2017"	0:04:52	1258	50.95	1506	122.5587	2	9127	9.96
P7kUf2d49rg	USING MY IPHONE AS A CONTROLLER TRANSFORMED ME INTO AN ELITE DRIBBLER	"Apr 14, 2019"	0:06:49	947	57.75	1072	121.9282	1	10898	5.67
lBGu5EzwTdg	TINY SLASHER MADE HIM DELETE HIS PLAYER AFTER THIS...	"Nov 23, 2017"	0:03:59	1660	50.33	1817	120.6724	0	16397	7.48
D1Nh9WPoTXk	MARKELLE FULTZ REAL LIFE JUMPSHOT IS INSANE IN NBA 2K18	"Jan 17, 2018"	0:05:23	1211	63.39	1333	119.7022	0	7579	8.92
BNKkSLYLzVE	My SLASHER can SH00T better than your SHARPSH00TER	"Dec 13, 2017"	0:04:24	1468	47.12	1621	119.2499	0	12930	7.06
nx8KyCRTwdM	THE BUILD THAT CAN LITERALLY DO EVERYTHING...	"Sep 16, 2018"	0:03:39	1565	53.32	1865	113.7958	4	20420	5.46
zYtNhGXrkbY	I CHALLENGED DRAKE TO A GAME AND HE RAN AWAY 5 TIMES!! PRICELESS REACTION!	"Feb 24, 2018"	0:07:36	756	55.09	889	112.7854	2	7759	6.2
mz-U7kuRMTw	THE GREATEST BASKETBALL GAME EVER RELEASED...	"Mar 28, 2018"	0:06:22	938	39.36	1060	112.7669	1	10617	6.5
YLWpSaFovwk	ALL THE 'REAL' NBA 2K18 GAMEPLAY ON YOUTUBE	"Jul 31, 2017"	0:08:33	640	39.11	774	110.331	1	8497	5.33
Fu8FjHWqLps	"NBA 2K PLAYERS REVOLT AFTER BEING SCAMMED & 2K APOLOGIZED, NEW ALL-TIME SCORING RECORD"	"Dec 28, 2018"	0:06:41	857	72.39	973	108.3918	0	11169	4.41
7xSCze8vfZQ	i set up nba 2k19 in my jeep and challenged my city to a simple wager	"Jan 17, 2019"	0:06:58	835	50.92	927	107.6531	0	10139	5.34
5uv96YXc8Eg	"""DAMN AGENT, YOU GOT REALLY FAT"" ... serious answer"	"Dec 19, 2018"	0:03:38	1547	34.14	1760	106.6554	3	19336	5.63
ylPD563-onQ	"PLACED A SPY ON THE OTHER TEAM! PRANKING MYPARK PLAYERS w/ Swante, Ipod and Fanum"	"Jul 15, 2017"	0:04:55	1163	59.77	1289	105.9338	0	10654	7.66
hbrQls7KoJY	"AFTER PLAYING NBA 2K19 ALL DAY, I'M CONVINCED..."	"Aug 30, 2018"	0:09:01	583	54.31	702	105.5958	0	7496	5.44
q7AZH25Gd2A	NBA 2K SCRAMBLING TO FIX SH0T CONTEST AND STEALING ISSUES #2KDramaAlert Agent vs. CrashyLion	"Sep 16, 2018"	0:05:58	943	65.71	1054	105.0485	1	9124	6.61
FRZ66wLPvCY	RONNIE 2K GIVING ME FREE VC TO UPGRADE MY 6'3 GLASS CLEANER	"May 31, 2017"	0:05:09	1057	49.95	1194	102.5416	0	11157	6.61
MpmZSgBtQUk	THE ULTIMATE TEST OF LIMITLESS RANGE ON NBA 2K17!!!	"Feb 23, 2017"	0:03:18	1675	46.91	1831	100.9273	2	8217	15.15
4O1xQTmX6nk	8 TYPES OF PLAYERS YOU SEE ON THE PLAYGROUND IN NBA 2K18!	"May 7, 2018"	0:06:59	780	53.13	856	99.6684	0	10278	4.7
YMvT_Q7yQTY	"NBA 2K'S real MONEY MAKER is on IOS, not PS4 or XBOX One..."	"Nov 22, 2018"	0:06:02	840	53.64	980	98.718	1	8611	6.87
caUTN_84cco	I DROVE ALL THE WAY TO THE USA TO GET NBA 2K19 EARLY!!	"Sep 4, 2018"	0:06:33	777	56.04	897	98.16	1	10181	5.23
FsMCPbQAS2Y	PURE SHARPSH00TER CAN DOMINATE 1v1! PLAYING NEW GAME MODES: H.O.R.S.E & AROUND THE WORLD	"Sep 16, 2017"	0:05:36	939	54.97	1025	95.9486	0	11885	5.23
3s5Mp44VwrY	NBA 2K19 IS ON LIFE SUPPORT... AND NBA 2K IS REFUSING TO SAVE IT	"Dec 22, 2018"	0:06:12	810	57.63	905	93.582	0	6996	2.69
NRuOBexgm_8	RONNIE 2K PLANS ON LEAVING NBA 2K? NADEXE TERMINATED FROM YOUTUBE #2KDramaAlert	"Feb 2, 2019"	0:07:13	657	59.65	768	92.5188	1	13388	2.85
Pzgb617EMwA	THE NBA 2K AWARDS!	"Jul 13, 2017"	0:06:37	714	51.3	834	91.9779	0	8316	6.17
VuX9_1-mdVA	SCARED THIS ROOKIE OUT OF HIS MIND WITH THIS PRANK ON NBA 2K17!!!	"Mar 29, 2017"	0:05:11	950	56.54	1058	91.55	1	6010	9.6
r0pWP3CUlow	UNLOCKING NEW JELLY PARK BADGE ON NBA 2K17! TINY SLASHER DOING MAJOR DAMAGE!!	"May 15, 2017"	0:05:13	939	65.89	1019	88.7812	0	6304	8.53
zV9PHT3blkI	SURPRISING ROOKIES ON THE PLAYGROUND IN NBA 2K18	"Oct 25, 2017"	0:06:08	781	60.07	864	88.368	0	8566	4.88
jAZGLpLr54A	ROAD TO 99 OVERALL! PLAYER TRANSFORMED! PURE SHARPSH00TER SH00TING LIGHTS OUT	"Sep 26, 2017"	0:05:52	779	55.1	874	85.472	0	6453	7.13
RDajBeRKRtU	RESCUING CHRISTMAS NOOBS & HELPING THEM GET WINS IN NBA 2K18	"Dec 26, 2017"	0:07:21	616	59.76	693	84.9044	0	6356	5.62
Y5tmaVmxFhE	MY PRO-AM TEAM HIT ELITE 6... PLAYING WALK-ON PRO-AM	"Dec 6, 2017"	0:07:23	606	55.23	684	84.2715	0	5638	6.33
mdCJFY5Gkgw	don't make the same mistake i did... forced to start over	"Sep 13, 2018"	0:05:34	818	55.32	906	84.2353	0	8531	5.72
mgyvxSYT9rY	"""WHY AM I MISSING WIDE OPEN GOOD RELEASES""...ANSWERED!"	"Oct 1, 2017"	0:03:51	1156	28.01	1303	83.6281	10	24266	3.36
yn7XLNSwkqE	SHOOTING WITH FLIGHT REACT'S IRL JUMPSHOT IN NBA 2K17!!! NEVER EXPECTED THIS RESULT.....	"Mar 20, 2017"	0:04:54	875	45.48	1020	83.3723	2	7368	8.37
OZPqaWlsqnE	IMPOSSIBLE GUESS THAT JUMPSHOT CHALLENGE	"Jan 15, 2018"	0:07:24	599	68.39	671	82.8612	0	5313	5.29
jpyYKrFAk7M	"TOP YOUTUBE SHARPSHOOTER'S FACEOFF vs. King Shawn, Dman, KiddKuda, Swante,  Juiceman [NBA 2K17]"	"Dec 29, 2016"	0:06:36	652	52.92	747	82.2428	0	6344	6.51
08KDsp-HIhE	EXPOSING LAG SWITCHERS IN NBA 2K18!! WILL THE 2K DEVS RESPOND?	"Jul 3, 2018"	0:05:43	739	63.45	862	82.1872	2	6955	7.35
vJWBm4RqNSc	WHAT 1000 HOURS OF SLASHER EXPERIENCE LOOKS LIKE! NBA 2K18	"Apr 14, 2018"	0:03:28	1244	48.57	1389	80.3982	5	13800	6.38
QiLhLNqAtH0	"BEFORE YOU PLAY THE NBA 2K20 DEMO, YOU'LL WANT TO WATCH THIS..."	"Aug 21, 2019"	0:03:57	1077	26.69	1217	80.13	6	29802	2.17
fSaJgLR6eUA	nba 2k18 but instead a lot of cringe	"Oct 7, 2017"	0:02:35	1632	42.53	1849	79.9497	5	12030	11.62
1wdQjrIFa9A	THE STATE OF THE NBA 2K COMMUNITY	"Apr 27, 2017"	0:05:27	720	38.04	867	78.7783	2	8768	6.34
P47iMW37g_4	33 THINGS I HATE ABOUT NBA 2K18	"Apr 25, 2018"	0:07:55	506	42.28	593	78.3523	0	6124	6.27
SbA0YbbRwTU	"CHRIS SMOOVE ANGRY AT NBA 2K, MIKE WANG FIRES BACK ON TWITTER, NEW NBA GAME ON THE HORIZON!!"	"May 14, 2018"	0:04:15	961	46.19	1098	77.9015	1	8978	8.1
P7DLTilbAY4	THE LAST JUMPSHOT YOU'LL EVER NEED TO EQUIP...	"Nov 6, 2018"	0:02:53	1293	31.94	1597	76.9443	6	11834	10.01
Z_P4sW2Sx9Q	THE SHOT THAT COST ME AN 11 MILLION VC JACKPOT ON ANTE-UP	"Apr 17, 2018"	0:04:08	972	41.12	1110	76.7007	1	7781	10.28
iEBXo09S07Y	USING SOLLUMINATI'S REAL LIFE JUMPER IN NBA 2K18!! WIDE OPEN BRICKS...	"Aug 14, 2018"	0:06:28	612	58.23	708	76.501	0	6108	6.32
QosmJ0pJjVM	WHAT 1000 HOURS OF SHARP EXPERIENCE LOOKS LIKE! NBA 2K18	"Apr 7, 2018"	0:04:12	970	60.04	1088	76.2144	2	8801	7.41
pEhgDkcyILs	SEEING A TINY SLASHER CONTACT DUNK IS THE GREATEST EXPERIENCE ON NBA 2K18	"Nov 13, 2017"	0:06:11	642	49.79	717	73.9729	0	8445	5.74
Abla_BsnvDA	"NBA 2K REVEALS MASSIVE OVERHAUL TO DRIBBLING, NBA PLAYER FURIOUS WITH NBA 2K"	"Aug 11, 2018"	0:11:43	302	69.8	376	73.4891	0	6477	2.7
7Zd6xrzqH7M	nba 2k 6681 days ago...	"Feb 20, 2019"	0:04:25	848	40.98	981	72.4778	2	15464	4.17
PHRlUlYKhN8	IF NBA 2K17 BADGES WORKED IN REAL LIFE...	"Jul 17, 2017"	0:02:23	1644	40.58	1786	71.2665	1	26491	4.51
ZCV_tYjBkkg	MASSIVE FAIL TRYING TO SURPRISE ROOKIES!!! HELPING BROWN SHIRTS REP UP & GET WINS ON NBA 2K17	"Mar 26, 2017"	0:07:19	519	72.01	582	71.1278	0	3080	6.66
ohR8bX2l-cw	BEST GAME MODE IN 2K... MY NEW FAVORITE	"Nov 25, 2017"	0:06:24	583	51.2	663	70.8176	0	5345	7.91
OIVo-6CuRZI	BIGGEST FRAUD IN THE NBA 2K COMMUNITY CLAIMS HE HAS REAL NBA 2K18 GAMEPLAY	"Jun 23, 2017"	0:06:53	532	37.45	614	70.4501	0	5486	6.93
WcYsuDuaaW0	RUNNING THE TRIANGLE OFFENSE ON NBA 2K18	"Jan 16, 2018"	0:05:43	669	59.48	736	70.2905	1	5996	6.85
ZDGhqgzEOhk	"fredo, your fake pranks are making the world a worse place..."	"Dec 18, 2018"	0:05:22	660	43.43	781	69.9041	4	12097	4.45
oavYJGhCY-w	THE SAD LIFE OF A BROWN SHIRT ROOKIE ON NBA 2K17 MYPARK!	"May 27, 2017"	0:05:49	623	51.91	718	69.785	0	5767	6.68
fz0oLWsIBXI	AGENT vs. TROYDAN IN 3-POINT SHOOTOUT!! NEW AGENT 00 PLAYABLE CHARACTER IN NBA PLAYGROUNDS	"Jul 26, 2017"	0:05:56	613	58.65	700	69.3374	0	5822	6.06
F90Nxnk6UR4	ROOKIE TRIES TEACHING ME TO RELEASE JUMPERS ON NBA 2K18! SECRET AUTOMATIC PERFECT RELEASE?!?!	"May 20, 2018"	0:06:10	606	70.08	664	68.2476	0	5648	5.54
Ue0DwXRm5Uc	SHOOTING WITH LSK'S REAL LIFE JUMPER IN NBA 2K17!!! SHOOTING INSANE DISTANCE!	"Jun 20, 2017"	0:04:17	804	50.47	944	67.4908	0	6567	9.15
JL7K1hgzVMc	WHAT IT'S LIKE TO BE A POPULAR YOUTUBER ON MYPARK!!	"May 18, 2017"	0:05:24	667	66.76	739	66.6056	0	6784	6.21
5J__QsqZmIY	CLASH AT THE RIM: 3 PURE SLASHERS vs 3 PURE RIM PROTECTORS	"Feb 8, 2018"	0:05:50	602	57.5	670	65.1764	0	6950	5.7
QUadMSb7pZc	*BEWARE* WATCH FOR THESE FAKE VC & BADGE GL1TCHES!	"Sep 24, 2017"	0:05:39	596	40.83	690	65.1057	0	8860	4.83
0KhYymShg5s	"NEW ARCHETYPES ANNOUNCED, 2K LIED ABOUT VC PRICES, NBA 2K vs. EA BATTLE"	"Aug 25, 2018"	0:08:32	371	60.4	443	63.0994	2	6768	3.37
mdEFf33d1jQ	DON'T CHOOSE YOUR ARCHETYPE BEFORE THIS!! GLASS CLEANERS LOOK INCREDIBLY OVERPOWERED IN 2K19..	"Aug 17, 2018"	0:10:46	294	68.16	348	62.5296	1	5640	2.57
metoX6vMkjk	MASSIVE 1v1 - LOSER RESETS REP in NBA 2K17	"Feb 8, 2017"	0:05:10	629	53.46	709	61.17	1	5215	6.83
uDOwC_BR7SI	NBA 2K JUST GOT CAUGHT BREAKING THE LAW!!	"Aug 28, 2018"	0:07:51	407	64.23	449	58.7956	1	5257	3.82
1y9Rp4mmNTg	WELCOME TO THE MOST TOXIC AREA IN GAMING...*TRYHARD LAG SWITCHES US TO STEAL OUR VC !!	"Apr 18, 2018"	0:05:42	557	49.88	614	58.4468	0	5696	6.64
V9IGVm3qDvw	EXPOSING 'REAL' NBA 2K19 E3 GAMEPLAY & TRAILERS! LOOK AT THESE HIDDEN SIGNS IT'S FAKE!	"May 28, 2018"	0:07:32	396	62.63	465	58.4123	0	5807	4.46
ygK0nC2aaO8	WHY TOP RANKED NBA 2K18 PLAYERS ARE RETURNING TO NBA 2K17	"May 21, 2018"	0:05:58	528	55.31	577	57.5339	0	6765	4.77
OW_XHPpUxzw	AVOID CREATING THESE POPULAR BUILDS IN NBA 2K18 PLAYGROUNDS/MYPARK	"Sep 7, 2017"	0:04:49	625	47.54	696	55.8788	3	10412	3.76
hCNQU516sRk	ROOKIES REACT TO PLAYING WITH 99 OVERALLS FOR THE FIRST TIME! P.2	"Mar 24, 2018"	0:05:14	565	53.69	636	55.5848	0	6334	5.68
XzBvnSrXqnw	THE NBA 2K LEAGUE COMBINE IS A SHARPSH00TERS WORST NIGHTMARE...	"Feb 6, 2018"	0:07:13	410	55.17	462	55.575	0	4142	5.41
nzYCjha8ZBc	"NBA 2K19 LAUNCH DISASTER, NEW BEST ARCHETYPE AFTER UPDATE, POST-LAUNCH NEWS"	"Sep 8, 2018"	0:08:40	320	67.65	375	54.1926	1	6096	2.79
wPpnm2hVoS4	B FRESH REACHES AN ALL-TIME HIGH OF CRINGE WITH HER RAP MUSIC VIDEO REACTION!	"Jun 1, 2018"	0:03:07	892	35.4	1024	53.2672	3	8040	8.77
v_HDEbmAKjo	NBA 2K18: THE WORST 2K OF ALL TIME...	"Jan 11, 2018"	0:03:24	800	33.11	910	51.7166	5	6421	10.51
NUTqheCxSgs	NBA 2K17 - FULL MYCAREER STORY LIVESTREAM - SG Sharpshooter 88 Overall!!! (PART 2)	"Sep 17, 2016"	0:22:15	114	8.73	138	51.2056	1	4041	1.24
IibZK5jEySU	nba 2k18 but everytime ATM smiles Ronnie2K appears	"Sep 10, 2017"	0:04:47	557	43.19	640	51.0649	2	7608	5.7
JiioifHztNE	TROLLING A 97 OVERALL RAPPER GONE HILARIOUSLY WRONG! KING LOS WAS COMING FOR MY NECK AFTER THIS!!	"Aug 19, 2018"	0:04:51	488	45.31	580	47.0079	1	6255	5.85
m-O5wMK8E1M	I MET WITH NBA 2K DEVS TO TALK NBA 2K19...	"Aug 8, 2018"	0:06:53	345	62.33	397	45.5729	2	5579	4.02
Qr8SMCP5qd8	NO ATTRIBUTES/ALL SKILL  vs.  ALL ATTRIBUTES/NO SKILL	"Feb 7, 2017"	0:06:42	349	54.66	380	42.5247	0	3095	6.66
bMkr2L5Mlms	PRO BASKETBALL PLAYER HELPS ROOKIE REP UP!! THE SAD LIFE OF A ROOKIE ON NBA 2K17	"Jun 7, 2017"	0:04:27	503	63.65	564	41.8836	0	4070	7.71
HYQkp3nQd-c	? BROKE MY CONTROLLER PLAYING AT NBA LIVE 18	"Aug 15, 2017"	0:03:36	597	29.64	685	41.2901	0	8147	5.85
B558-EC_WXk	NBA LIVE 19 GAMEPLAY ACHIEVED THE IMPOSSIBLE?!? LIVE 19 vs. 2K19 GAMEPLAY...	"Jun 16, 2018"	0:04:22	485	30.89	551	40.1844	0	5584	6.98
pHAl9Y7fiyc	FASTEST/EASIEST METHODS TO GET ALL HOF SHARPSH00TER KEY BADGES	"Sep 24, 2017"	0:05:13	389	35.45	454	39.5177	1	9823	3.08
oVV_0hxJfuk	SHOOTING WITH OSN'S REAL LIFE JUMPER IN NBA 2K17!!! UGLIEST JUMPSHOT IN NBA 2K17	"May 16, 2017"	0:05:06	402	51.6	460	39.1663	0	4608	5.71
2D2v8BESUzM	I DROVE ALL THE WAY TO THE UNITED STATES FOR A VC SALE	"Jan 22, 2018"	0:04:23	466	54.55	526	38.4967	0	8612	4.16
2DWQ0TXSNgM	I USED MY ARCADE STICK ON NBA 2K18 AND THIS HAPPENED...	"Nov 19, 2017"	0:04:45	425	41.88	485	38.4773	1	5723	4.14
pfcDgvBtKno	WHY WAS NBA 2K HIDING THESE NEW PARKS FROM US?!	"Mar 21, 2018"	0:03:14	622	25.54	689	37.3022	1	6793	6.98
QRHkSzF3Fw8	HELPING ROOKIES REP UP AND GET WINS ON NBA 2K17! HILARIOUS ROOKIE REACTION	"May 23, 2017"	0:05:26	352	59.51	410	37.2103	0	3746	6.3
hIgOcL19Yzc	AUTOMATIC PERFECT RELEASES! BEST JUMPSHOTS IN NBA 2K18	"Sep 17, 2017"	0:02:02	907	32.59	1072	36.392	2	25587	2.25
UAQ_qgAUpQg	WHAT YOUR PLAYGROUND RECORD SAYS ABOUT YOU	"Oct 22, 2017"	0:05:02	389	45.22	431	36.2736	2	5941	4.36
lih4Hb3Vv4E	Study: 95% of NBA 2K Players Will be SH0T CREATORS or STRETCH BIGS by the end of 2018	"Sep 26, 2018"	0:08:38	221	61.6	248	35.6857	0	5019	2.45
z6l8Ohhsddc	#19 RANKED PRO-AM TEAM GETS RUN OFF THE COURT WITH MASSIVE IN-GAME DUNKS!	"Jan 18, 2018"	0:06:52	270	63.59	310	35.5365	1	3819	4.53
GGpc8ZfZXcM	THE NBA 2K LEAGUE IS IN SERIOUS TROUBLE...	"May 6, 2018"	0:07:03	267	60.29	300	35.3185	0	4825	2.94
mkS8RJukcVQ	RlP NBA 2K18... YOU WILL NOT BE MISSED!	"Aug 20, 2018"	0:04:24	427	41.39	479	35.2497	1	5063	6.5
